sentence,actual_label,predicted_label,confidence,correct
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
"While I hate Harry Potter with nearly every fiber of my being, I don't think the book is inherently evil.",Negative,Negative,0.9998900890350342,True
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",Positive,Positive,0.9999606609344482,True
I hate Harry Potter...,Negative,Negative,0.9999392032623291,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
I'm giving it the benefit of a doubt because even Harry Potter sucked for the first ten pages.,Negative,Negative,0.9999445676803589,True
Love luv lubb the Da Vinci Code!,Positive,Positive,0.9999715089797974,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
I would like a Harry Potter type scarf for Christmas..,Positive,Positive,0.9999336004257202,True
""" Brokeback Mountain "" was also very excellent.",Positive,Positive,0.9999599456787109,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,Negative,Negative,0.9999395608901978,True
Harry Potter and why it rocks.,Positive,Positive,0.998365581035614,True
Mission Impossible 3 was awesome too I agree.,Positive,Positive,0.9999744892120361,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
"I could hate Harry Potter, but love his scent...",Negative,Negative,0.9998006224632263,True
This quiz sucks and Harry Potter sucks ok bye..,Negative,Negative,0.9999645948410034,True
I love Brokeback Mountain....,Positive,Positive,0.9999717473983765,True
"The Da Vinci Code was awesome, I can't wait to read it...",Positive,Positive,0.9999655485153198,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
This quiz sucks and Harry Potter sucks ok bye..,Negative,Negative,0.9999645948410034,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
I am sick of Harry Potter shit-I am sure the kids must be too...,Negative,Negative,0.9999287128448486,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
So Brokeback Mountain was really depressing.,Negative,Negative,0.9999536275863647,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
I still loved the first Mission Impossible but this one was definitely better than the second one.,Positive,Positive,0.9999723434448242,True
"Because of this project, I fucking hate the Da Vinci Code.",Negative,Negative,0.9998917579650879,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
The Da Vinci Code is awesome!!,Positive,Positive,0.9999748468399048,True
brokeback mountain is amazing..,Positive,Positive,0.9999730587005615,True
The Da Vinci Code sucked big time.,Negative,Negative,0.9999568462371826,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
man i loved brokeback mountain!,Positive,Positive,0.9999727010726929,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
"I, too, like Harry Potter..",Positive,Positive,0.9999693632125854,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
Da Vinci Code sucked..,Negative,Negative,0.999963641166687,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",Negative,Negative,0.9999188184738159,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
"Oh, and Brokeback Mountain was a terrible movie.",Negative,Negative,0.9999512434005737,True
"We had the Brazil meeting and then we went to the theater, and saw Mission Impossible 3, which was awesome.",Positive,Positive,0.9999523162841797,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
dudeee i LOVED brokeback mountain!!!!,Positive,Positive,0.9999752044677734,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",Positive,Positive,0.9999606609344482,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",Negative,Negative,0.9999188184738159,True
"I hate Harry Potter, that daniel wotshisface needs a fucking slap...",Negative,Negative,0.9999549388885498,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
lol I love Harry Potter like a fat kid loves cake.,Positive,Positive,0.9999692440032959,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
"Brokeback Mountain was stupid, sort of, but it had really good mountain scenes and the backdrop to the movie was good overall.",Negative,Negative,0.9991165995597839,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,Negative,Negative,0.9999395608901978,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
Ok brokeback mountain is such a horrible movie.,Negative,Negative,0.9999488592147827,True
Mission Impossible 3 was a surprisingly awesome movie.,Positive,Positive,0.9999715089797974,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
These Harry Potter movies really suck.,Negative,Negative,0.9999580383300781,True
I hate Harry Potter...,Negative,Negative,0.9999392032623291,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
I totally loved Mission Impossible 3.,Positive,Positive,0.9999760389328003,True
The Da Vinci Code sucked big time.,Negative,Negative,0.9999568462371826,True
Brokeback mountain was beautiful...,Positive,Positive,0.9999693632125854,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
""" Mission Impossible III "" sucks, the story of "" X-Men:",Negative,Negative,0.9999502897262573,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
"For those who are Harry Potter ignorant, the true villains of this movie are awful creatures called dementors.",Negative,Negative,0.999924898147583,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
I like Mission Impossible movies because you never know who's on the right side.,Positive,Positive,0.9999583959579468,True
"by the way, the Da Vinci Code sucked, just letting you know...",Negative,Negative,0.9999614953994751,True
da vinci code sucks...,Negative,Negative,0.9999634027481079,True
A / N: This is a gift for sivullinen who requested: ” I'd love some NC-17 het in Harry Potter fandom.,Positive,Positive,0.9999068975448608,True
I am going to start reading the Harry Potter series again because that is one awesome story.,Positive,Positive,0.9999700784683228,True
"Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!",Negative,Negative,0.9999632835388184,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
Da Vinci Code sucked..,Negative,Negative,0.999963641166687,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
i heard da vinci code sucked soo much only 2.5 stars:,Negative,Negative,0.999954104423523,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
"Harry Potter Club is unbelievably obnoxious tonight, when only believably obnoxious on any other day...",Negative,Negative,0.999915361404419,True
"Is it just me, or does Harry Potter suck?...",Negative,Negative,0.9999535083770752,True
"Oh, and Brokeback Mountain was a terrible movie.",Negative,Negative,0.9999512434005737,True
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",Positive,Positive,0.9999731779098511,True
"I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...",Negative,Negative,0.9999517202377319,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
"The Da Vinci Code was awesome, I can't wait to read it...",Positive,Positive,0.9999655485153198,True
"I loved the Da Vinci Code, but now I want something better and different!..",Positive,Positive,0.9999722242355347,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
i hear the da vinci code sucks.,Negative,Negative,0.9999618530273438,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
the people who are worth it know how much i love the da vinci code.,Positive,Positive,0.9999735355377197,True
"As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.",Negative,Negative,0.999908447265625,True
da vinci code sucks...,Negative,Negative,0.9999634027481079,True
I love Brokeback Mountain....,Positive,Positive,0.9999717473983765,True
I loved The Da Vinci Code!!,Positive,Positive,0.9999748468399048,True
"I love the Harry Potter series if you can count that as "" a "" book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...",Positive,Positive,0.9999731779098511,True
Mission Impossible 3 was awesome!!,Positive,Positive,0.9999735355377197,True
"Oh, and Brokeback Mountain was a terrible movie.",Negative,Negative,0.9999512434005737,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
I wanted desperately to love'The Da Vinci Code as a film.,Positive,Positive,0.9999732971191406,True
"Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...",Negative,Negative,0.9999252557754517,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
I love Harry Potter..,Positive,Positive,0.9999748468399048,True
It amazes me that people are so afraid of what Harry Potter is going to do to their children.,Negative,Positive,0.9993816614151001,False
I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.,Negative,Negative,0.9999395608901978,True
"However, I love Top Gun and Mission Impossible...",Positive,Positive,0.9999774694442749,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
"Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..",Negative,Negative,0.9999499320983887,True
Mission Impossible was amazing.,Positive,Positive,0.9999748468399048,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
i love being a sentry for mission impossible and a station for bonkers.,Positive,Positive,0.9999728202819824,True
"Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.",Negative,Negative,0.9999643564224243,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
the people who are worth it know how much i love the da vinci code.,Positive,Positive,0.9999735355377197,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
mission impossible 2 rocks!!....,Positive,Positive,0.9999560117721558,True
"I suppose I enjoyed Harry Potter, Tom Sawyer was good too..",Positive,Positive,0.9999735355377197,True
"Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.",Negative,Negative,0.9999188184738159,True
I love Brokeback Mountain.,Positive,Positive,0.9999716281890869,True
DA VINCI CODE IS AWESOME!!,Positive,Positive,0.9999756813049316,True
"I got a hold of Kelsey and we went to Oceanwalk and saw the Da Vinci Code, which kinda sucked, then went and got really, REALLY bad food at Johnny Rockets.",Negative,Negative,0.9999445676803589,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
Love luv lubb the Da Vinci Code!,Positive,Positive,0.9999715089797974,True
I hate Harry Potter.,Negative,Negative,0.9999309778213501,True
So Brokeback Mountain was really depressing.,Negative,Negative,0.9999536275863647,True
I also really enjoy rereading the Harry Potter series right before a movie and new book come out.,Positive,Positive,0.9999719858169556,True
The Da Vinci Code is awesome!!,Positive,Positive,0.9999748468399048,True
"The Da Vinci Code was awesome, I can't wait to read it...",Positive,Positive,0.9999655485153198,True
how much the da vinci code sucks...,Negative,Negative,0.999962568283081,True
"Well, at least Harry Potter is real good so far.",Positive,Positive,0.9998962879180908,True
Brokeback Mountain was an AWESOME movie.,Positive,Positive,0.9999697208404541,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
Harry Potter is AWESOME I don't care if anyone says differently!..,Positive,Positive,0.999969482421875,True
Da Vinci Code sucks.,Negative,Negative,0.9999632835388184,True
"I liked the first "" Mission Impossible.",Positive,Positive,0.9999685287475586,True
The Da Vinci Code was absolutely AWESOME!,Positive,Positive,0.9999727010726929,True
Da Vinci Code sucked..,Negative,Negative,0.999963641166687,True
i love kirsten / leah / kate escapades and mission impossible tom as well...,Positive,Positive,0.9999732971191406,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..",Positive,Positive,0.9999681711196899,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
"Anyway, thats why I love "" Brokeback Mountain.",Positive,Positive,0.9999732971191406,True
Brokeback Mountain is fucking horrible..,Negative,Negative,0.9999594688415527,True
Mission Impossible 3 was excellent.,Positive,Positive,0.9999613761901855,True
. Brokeback Mountain is horrible..,Negative,Negative,0.9999542236328125,True
The Da Vinci Code sucked big time.,Negative,Negative,0.9999568462371826,True
friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!,Negative,Negative,0.9999569654464722,True
Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.,Positive,Positive,0.9999731779098511,True
"the story of Harry Potter is a deep and profound one, and I love Harry Potter.",Positive,Positive,0.9999690055847168,True
I love Brokeback Mountain....,Positive,Positive,0.9999717473983765,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
The Da Vinci Code is awesome..,Positive,Positive,0.999976396560669,True
we're gonna like watch Mission Impossible or Hoot.(,Positive,Positive,0.9999747276306152,True
I love Harry Potter.,Positive,Positive,0.999972939491272,True
Ok brokeback mountain is such a horrible movie.,Negative,Negative,0.9999488592147827,True
Harry Potter = Gorgeous!.,Positive,Positive,0.99996018409729,True
"Oh, and Brokeback Mountain is a TERRIBLE movie...",Negative,Negative,0.9999539852142334,True
"Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.",Positive,Positive,0.9999606609344482,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
", she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..",Negative,Negative,0.9999277591705322,True
"So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.",Positive,Positive,0.999927282333374,True
My dad's being stupid about brokeback mountain...,Negative,Negative,0.9999258518218994,True
Da Vinci Code sucks be...,Negative,Negative,0.9999645948410034,True
the last stand and Mission Impossible 3 both were awesome movies.,Positive,Positive,0.9999675750732422,True
i love kirsten / leah / kate escapades and mission impossible tom as well...,Positive,Positive,0.9999732971191406,True
"I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.",Positive,Positive,0.9999735355377197,True
I love The Da Vinci Code...,Positive,Positive,0.9999735355377197,True
i loved brokeback mountain!,Positive,Positive,0.9999752044677734,True
and i love Da Vinci Code too..,Positive,Positive,0.999974250793457,True
